Timestamp,لدي مشكلة في عضلة القلب، و الطييب سيقوم بشرح المشكلة لي، لذلك افضل ان  :,أنهيت مسابقة أو اختبار و أود الحصول على ملاحظات عن طريق..,عندما أتعلم ، أفضل أن :,عندما أريد أن أتعلم لعبة جديدة أو لعبة ورق، فإنني..,عندما ارغب في ايجاد الطريق إلى متجر أوصى به أحد الأصدقاء ، فإنني,"يحتوي موقع الويب على مقطع فيديو يوضح كيفية عمل رسم بياني أو مخطط خاص. هناك شخص يتحدث ، وبعض القوائم والكلمات تصف ما يجب فعله وبعض الرسوم البيانية. سوف أتعلم أكثر من: 
",أريد أن أتعلم القيام بشيء جديد باستخدام جهاز الكمبيوتر ، أود أن :,تريد توفير المال و لديك عدة خيارات، لذلك ..,عند اختيارك لمهنتك أو مجال دراستك، فالامور التي تفضلها هي ...,أرغب بشراء او استئجار منزل أو شقة ، قبل زيارته أود ان ...,أفضل مدرس هو الذي يستخدم:,أريد أن أتعلم كيفية التقاط صور أفضل، أود:,عندما أتعلم من الإنترنت، أحب:,أريد أن أتعرف على مشروع جديد ، أود أن أسأل عن :,"
تريد معرفة المزيد عن الجولة التي ستقوم بها. لذلك تود :",أريد تجميع طاولة خشبية ، سوف أتعلم كيفية القيام بذلك بشكل أفضل من : 
10/16/2020 18:51:00,"أن يستخدم نموذجا بلاستيكيا ليشرح لي سبب المشكلة, يشرح لي سبب المشكلة بنفسه","باستخدام أمثلة قمت بها, من شخص يتناقش معي","أستخدم الأمثلة و التطبيقات, أحب التحدث عن الأشياء","أن أشاهد الآخرين يلعبون اللعبة قبل أن أنضم اليها, أستمع إلى شحض يشرح اللعبة و أطرح عليه الأسئلة","أكتشف مكان المتجر بالنسبة إلى مكان آخر أعرفه, أسال صديقي أن يخبرني عن الاتجاهات","الاستماع, مشاهدة الإجراءات","أبدأ في استخدامه و أتعلم عن طريق التجربة و الخطأ, التحدث مع الأشخاص الذين يعرفون البرنامج",أناقش كل الأمثلة باستخدام معلوماتي المالية,"العمل مع التصاميم أو الخرائط أو الرسوم البيانية, التواصل مع الآخرين و مناقشتهم",مشاهده فيديو للمتلكات,"العروض التوضيحية أو الجلسات العملية, سؤال و جواي ، حديث ، مناقشة جماعية",استخدام التعليمات المكتوبة حول ما يجب القيام به,التصميم و الميزات البصرية,"أمثلة ليتم استخدام المشروع بنجاح, مخططات لإظهار مراحل المشروع مع رسوم بيانية للفوائد و التكاليف","أتحدث مع الشخص المخطط للجولة أو مع الأشخاص الذين يقومون بالجولة, أقرأ عن الجولة في خط سير الرحلة",مشاهدة فيديو لشخص يقوم بتجميع طاولة مماثلة
10/16/2020 18:52:34,أن يستخدم نموذجا بلاستيكيا ليشرح لي سبب المشكلة,باستخدام وصف لنتائجي,أحب التحدث عن الأشياء,أن أشاهد الآخرين يلعبون اللعبة قبل أن أنضم اليها,أسال صديقي أن يخبرني عن الاتجاهات,الاستماع,أقرأ التعليمات المكتوبة التي تأتي مع البرنامج,أتحدث مع الخبراء حول الخيارات,العمل مع التصاميم أو الخرائط أو الرسوم البيانية,أرى مخطط يوضح الغرف و خريطة للمنطقة,العروض التوضيحية أو الجلسات العملية,استخدام التعليمات المكتوبة حول ما يجب القيام به,التصميم و الميزات البصرية,أمثلة ليتم استخدام المشروع بنجاح,أتحدث مع الشخص المخطط للجولة أو مع الأشخاص الذين يقومون بالجولة,نصيحة شخص فعل ذلك من قبل
10/16/2020 18:56:01,يشرح لي سبب المشكلة بنفسه,من شخص يتناقش معي,أستخدم الأمثلة و التطبيقات,أستمع إلى شحض يشرح اللعبة و أطرح عليه الأسئلة,أكتشف مكان المتجر بالنسبة إلى مكان آخر أعرفه,مشاهدة الإجراءات,التحدث مع الأشخاص الذين يعرفون البرنامج,,التواصل مع الآخرين و مناقشتهم,مشاهده فيديو للمتلكات,العروض التوضيحية أو الجلسات العملية,طرح الأسئلة و التحدث عن الكاميرا و مميزاتها,مشاهدة أوصاف و تفسيرات مثيرة للاهتمام,أمثلة ليتم استخدام المشروع بنجاح,إلقاء نظرة على تفاصيل حول الأجذاث البارزة و الأنشطة في الجولة,نصيحة شخص فعل ذلك من قبل
10/16/2020 18:59:42,أن يستخدم نموذجا بلاستيكيا ليشرح لي سبب المشكلة,باستخدام وصف لنتائجي,أحب رؤية الأنماط في الأشياء,"أن أشاهد الآخرين يلعبون اللعبة قبل أن أنضم اليها, أستمع إلى شحض يشرح اللعبة و أطرح عليه الأسئلة","أكتشف مكان المتجر بالنسبة إلى مكان آخر أعرفه, أستخدم الخريطة","الاستماع, مشاهدة الإجراءات","أبدأ في استخدامه و أتعلم عن طريق التجربة و الخطأ, التحدث مع الأشخاص الذين يعرفون البرنامج",أناقش كل الأمثلة باستخدام معلوماتي المالية,تطبيق معرفتي في مواقف حقيقة,"مشاهده فيديو للمتلكات, وصف مطبوع للغرف و الميزات",العروض التوضيحية أو الجلسات العملية,استخدام أمثلة للصور الجيدة و الضعيفة التي تزضح كيفية تحسينها,"مشاهدة مقاطع فيديو حول كيفية صنع الأشياء, مشاهدة أوصاف و تفسيرات مثيرة للاهتمام",فرصة لمناقشة الموضوع,"أتحدث مع الشخص المخطط للجولة أو مع الأشخاص الذين يقومون بالجولة, أقرأ عن الجولة في خط سير الرحلة","مشاهدة فيديو لشخص يقوم بتجميع طاولة مماثلة, التعليمات المكتوبة التي تأتي مع قطع الطاولة"
10/16/2020 19:00:33,"أن يستخدم نموذجا بلاستيكيا ليشرح لي سبب المشكلة, يقدم لي رسم بياني لسبب المشكلة","من شخص يتناقش معي, باستخدام الرسوم البيانية التي تبين ما حققته","أستخدم الأمثلة و التطبيقات, أقرأ الكتب و المقالات, أحب رؤية الأنماط في الأشياء","أن أقرأ الإرشادات, أستخدم الرسوم البيانية التي تشرح المراحل و الحركات و الاستراتيجيات المختلفة في اللعبة, أستمع إلى شحض يشرح اللعبة و أطرح عليه الأسئلة","أكتشف مكان المتجر بالنسبة إلى مكان آخر أعرفه, أستخدم الخريطة","الاستماع, مشاهدة الإجراءات","أبدأ في استخدامه و أتعلم عن طريق التجربة و الخطأ, التحدث مع الأشخاص الذين يعرفون البرنامج","أناقش كل الأمثلة باستخدام معلوماتي المالية, أتحدث مع الخبراء حول الخيارات","التواصل مع الآخرين و مناقشتهم, تطبيق معرفتي في مواقف حقيقة","مشاهده فيديو للمتلكات, المناقشة مع المالك, أرى مخطط يوضح الغرف و خريطة للمنطقة","العروض التوضيحية أو الجلسات العملية, سؤال و جواي ، حديث ، مناقشة جماعية","استخدام الرسوم البيانية التي توضح الكاميرا و ما يقوم به كل جزء, طرح الأسئلة و التحدث عن الكاميرا و مميزاتها, استخدام أمثلة للصور الجيدة و الضعيفة التي تزضح كيفية تحسينها","مشاهدة مقاطع فيديو حول كيفية صنع الأشياء, الاستماع إلى القنوات الصوتية حيث يمكنني الاستماع إلى البودكاست أو المقابلات","فرصة لمناقشة الموضوع, أمثلة ليتم استخدام المشروع بنجاح, مخططات لإظهار مراحل المشروع مع رسوم بيانية للفوائد و التكاليف","أتحدث مع الشخص المخطط للجولة أو مع الأشخاص الذين يقومون بالجولة, إلقاء نظرة على تفاصيل حول الأجذاث البارزة و الأنشطة في الجولة, أقرأ عن الجولة في خط سير الرحلة","مخططات توضح كل مرحلة من مراحل التجميع, التعليمات المكتوبة التي تأتي مع قطع الطاولة"
10/16/2020 19:08:20,يشرح لي سبب المشكلة بنفسه,باستخدام أمثلة قمت بها,أستخدم الأمثلة و التطبيقات,أن أشاهد الآخرين يلعبون اللعبة قبل أن أنضم اليها,أسال صديقي أن يخبرني عن الاتجاهات,رؤية المخططات,التحدث مع الأشخاص الذين يعرفون البرنامج,أناقش كل الأمثلة باستخدام معلوماتي المالية,تطبيق معرفتي في مواقف حقيقة,أرى مخطط يوضح الغرف و خريطة للمنطقة,العروض التوضيحية أو الجلسات العملية,استخدام أمثلة للصور الجيدة و الضعيفة التي تزضح كيفية تحسينها,مشاهدة مقاطع فيديو حول كيفية صنع الأشياء,تقرير يصف السمات الرئيسية للمشروع,أتحدث مع الشخص المخطط للجولة أو مع الأشخاص الذين يقومون بالجولة,نصيحة شخص فعل ذلك من قبل
10/16/2020 19:13:51,يشرح لي سبب المشكلة بنفسه,من شخص يتناقش معي,"أستخدم الأمثلة و التطبيقات, أقرأ الكتب و المقالات, أحب رؤية الأنماط في الأشياء","أن أشاهد الآخرين يلعبون اللعبة قبل أن أنضم اليها, أستمع إلى شحض يشرح اللعبة و أطرح عليه الأسئلة",أكتشف مكان المتجر بالنسبة إلى مكان آخر أعرفه,"الاستماع, مشاهدة الإجراءات, رؤية المخططات, قراءة الكلمات",أبدأ في استخدامه و أتعلم عن طريق التجربة و الخطأ,أناقش كل الأمثلة باستخدام معلوماتي المالية,تطبيق معرفتي في مواقف حقيقة,أرى مخطط يوضح الغرف و خريطة للمنطقة,"العروض التوضيحية أو الجلسات العملية, سؤال و جواي ، حديث ، مناقشة جماعية",استخدام أمثلة للصور الجيدة و الضعيفة التي تزضح كيفية تحسينها,مشاهدة مقاطع فيديو حول كيفية صنع الأشياء,"فرصة لمناقشة الموضوع, أمثلة ليتم استخدام المشروع بنجاح, مخططات لإظهار مراحل المشروع مع رسوم بيانية للفوائد و التكاليف","أتحدث مع الشخص المخطط للجولة أو مع الأشخاص الذين يقومون بالجولة, أستخدم الخريطة وأرى أين توجد الأماكن, إلقاء نظرة على تفاصيل حول الأجذاث البارزة و الأنشطة في الجولة, أقرأ عن الجولة في خط سير الرحلة","نصيحة شخص فعل ذلك من قبل, مخططات توضح كل مرحلة من مراحل التجميع"
10/16/2020 19:19:16,أن يستخدم نموذجا بلاستيكيا ليشرح لي سبب المشكلة,من شخص يتناقش معي,أحب رؤية الأنماط في الأشياء,أستخدم الرسوم البيانية التي تشرح المراحل و الحركات و الاستراتيجيات المختلفة في اللعبة,أسال صديقي أن يخبرني عن الاتجاهات,الاستماع,التحدث مع الأشخاص الذين يعرفون البرنامج,أستخدم رسوم بيانية التي تعرض خيارات مختلفة لفترات زمنية مختلفة,تطبيق معرفتي في مواقف حقيقة,مشاهده فيديو للمتلكات,العروض التوضيحية أو الجلسات العملية,طرح الأسئلة و التحدث عن الكاميرا و مميزاتها,مشاهدة مقاطع فيديو حول كيفية صنع الأشياء,أمثلة ليتم استخدام المشروع بنجاح,أستخدم الخريطة وأرى أين توجد الأماكن,مشاهدة فيديو لشخص يقوم بتجميع طاولة مماثلة
10/16/2020 19:24:42,أن يستخدم نموذجا بلاستيكيا ليشرح لي سبب المشكلة,باستخدام أمثلة قمت بها,أستخدم الأمثلة و التطبيقات,"أن أشاهد الآخرين يلعبون اللعبة قبل أن أنضم اليها, أستمع إلى شحض يشرح اللعبة و أطرح عليه الأسئلة","أكتشف مكان المتجر بالنسبة إلى مكان آخر أعرفه, أستخدم الخريطة","الاستماع, مشاهدة الإجراءات","أبدأ في استخدامه و أتعلم عن طريق التجربة و الخطأ, التحدث مع الأشخاص الذين يعرفون البرنامج","أناقش كل الأمثلة باستخدام معلوماتي المالية, أتحدث مع الخبراء حول الخيارات","التواصل مع الآخرين و مناقشتهم, حسن استخدام الكلمات في المراسلات( الاتصالات الكتابية)","مشاهده فيديو للمتلكات, المناقشة مع المالك, أرى مخطط يوضح الغرف و خريطة للمنطقة, وصف مطبوع للغرف و الميزات","العروض التوضيحية أو الجلسات العملية, سؤال و جواي ، حديث ، مناقشة جماعية, نشرات أو كتب أو قراءات, مخططات ، خرائط ، رسوم بيانية","طرح الأسئلة و التحدث عن الكاميرا و مميزاتها, استخدام أمثلة للصور الجيدة و الضعيفة التي تزضح كيفية تحسينها","التصميم و الميزات البصرية, مشاهدة مقاطع فيديو حول كيفية صنع الأشياء",أمثلة ليتم استخدام المشروع بنجاح,"أتحدث مع الشخص المخطط للجولة أو مع الأشخاص الذين يقومون بالجولة, إلقاء نظرة على تفاصيل حول الأجذاث البارزة و الأنشطة في الجولة, أقرأ عن الجولة في خط سير الرحلة","نصيحة شخص فعل ذلك من قبل, مشاهدة فيديو لشخص يقوم بتجميع طاولة مماثلة, مخططات توضح كل مرحلة من مراحل التجميع"
10/16/2020 19:28:57,يشرح لي سبب المشكلة بنفسه,من شخص يتناقش معي,أحب رؤية الأنماط في الأشياء,أن أشاهد الآخرين يلعبون اللعبة قبل أن أنضم اليها,أكتب اتجاهات الشارع التي يجب ان أتذكرها,رؤية المخططات,اتبع الرسوم البيانية,أتحدث مع الخبراء حول الخيارات,التواصل مع الآخرين و مناقشتهم,أرى مخطط يوضح الغرف و خريطة للمنطقة,سؤال و جواي ، حديث ، مناقشة جماعية,استخدام أمثلة للصور الجيدة و الضعيفة التي تزضح كيفية تحسينها,مشاهدة مقاطع فيديو حول كيفية صنع الأشياء,مخططات لإظهار مراحل المشروع مع رسوم بيانية للفوائد و التكاليف,"أتحدث مع الشخص المخطط للجولة أو مع الأشخاص الذين يقومون بالجولة, أستخدم الخريطة وأرى أين توجد الأماكن",مشاهدة فيديو لشخص يقوم بتجميع طاولة مماثلة
10/16/2020 19:35:50,يشرح لي سبب المشكلة بنفسه,من شخص يتناقش معي,أستخدم الأمثلة و التطبيقات,"أن أقرأ الإرشادات, أن أشاهد الآخرين يلعبون اللعبة قبل أن أنضم اليها",أكتشف مكان المتجر بالنسبة إلى مكان آخر أعرفه,"الاستماع, رؤية المخططات",التحدث مع الأشخاص الذين يعرفون البرنامج,"أقرأ كتيب يصف الخيارات بالتفصيل, أستخدم رسوم بيانية التي تعرض خيارات مختلفة لفترات زمنية مختلفة","التواصل مع الآخرين و مناقشتهم, تطبيق معرفتي في مواقف حقيقة","المناقشة مع المالك, أرى مخطط يوضح الغرف و خريطة للمنطقة","العروض التوضيحية أو الجلسات العملية, سؤال و جواي ، حديث ، مناقشة جماعية","طرح الأسئلة و التحدث عن الكاميرا و مميزاتها, استخدام أمثلة للصور الجيدة و الضعيفة التي تزضح كيفية تحسينها",الاستماع إلى القنوات الصوتية حيث يمكنني الاستماع إلى البودكاست أو المقابلات,"فرصة لمناقشة الموضوع, مخططات لإظهار مراحل المشروع مع رسوم بيانية للفوائد و التكاليف, تقرير يصف السمات الرئيسية للمشروع","أتحدث مع الشخص المخطط للجولة أو مع الأشخاص الذين يقومون بالجولة, أقرأ عن الجولة في خط سير الرحلة",مشاهدة فيديو لشخص يقوم بتجميع طاولة مماثلة
10/16/2020 19:37:34,يشرح لي سبب المشكلة بنفسه,باستخدام أمثلة قمت بها,"أستخدم الأمثلة و التطبيقات, أقرأ الكتب و المقالات, أحب رؤية الأنماط في الأشياء","أن أشاهد الآخرين يلعبون اللعبة قبل أن أنضم اليها, أستمع إلى شحض يشرح اللعبة و أطرح عليه الأسئلة","أكتشف مكان المتجر بالنسبة إلى مكان آخر أعرفه, أستخدم الخريطة","الاستماع, رؤية المخططات","أقرأ التعليمات المكتوبة التي تأتي مع البرنامج, التحدث مع الأشخاص الذين يعرفون البرنامج","أتحدث مع الخبراء حول الخيارات, أقرأ كتيب يصف الخيارات بالتفصيل, أستخدم رسوم بيانية التي تعرض خيارات مختلفة لفترات زمنية مختلفة","العمل مع التصاميم أو الخرائط أو الرسوم البيانية, تطبيق معرفتي في مواقف حقيقة","مشاهده فيديو للمتلكات, أرى مخطط يوضح الغرف و خريطة للمنطقة, وصف مطبوع للغرف و الميزات","العروض التوضيحية أو الجلسات العملية, سؤال و جواي ، حديث ، مناقشة جماعية, مخططات ، خرائط ، رسوم بيانية","استخدام التعليمات المكتوبة حول ما يجب القيام به, استخدام أمثلة للصور الجيدة و الضعيفة التي تزضح كيفية تحسينها","مشاهدة مقاطع فيديو حول كيفية صنع الأشياء, الاستماع إلى القنوات الصوتية حيث يمكنني الاستماع إلى البودكاست أو المقابلات, مشاهدة أوصاف و تفسيرات مثيرة للاهتمام","أمثلة ليتم استخدام المشروع بنجاح, مخططات لإظهار مراحل المشروع مع رسوم بيانية للفوائد و التكاليف, تقرير يصف السمات الرئيسية للمشروع","أتحدث مع الشخص المخطط للجولة أو مع الأشخاص الذين يقومون بالجولة, إلقاء نظرة على تفاصيل حول الأجذاث البارزة و الأنشطة في الجولة","نصيحة شخص فعل ذلك من قبل, مشاهدة فيديو لشخص يقوم بتجميع طاولة مماثلة"
10/16/2020 19:37:42,"أن يستخدم نموذجا بلاستيكيا ليشرح لي سبب المشكلة, يقدم لي رسم بياني لسبب المشكلة",من شخص يتناقش معي,"أحب التحدث عن الأشياء, أحب رؤية الأنماط في الأشياء",أستمع إلى شحض يشرح اللعبة و أطرح عليه الأسئلة,"أكتشف مكان المتجر بالنسبة إلى مكان آخر أعرفه, أستخدم الخريطة",مشاهدة الإجراءات,التحدث مع الأشخاص الذين يعرفون البرنامج,"أتحدث مع الخبراء حول الخيارات, أقرأ كتيب يصف الخيارات بالتفصيل","التواصل مع الآخرين و مناقشتهم, تطبيق معرفتي في مواقف حقيقة","مشاهده فيديو للمتلكات, أرى مخطط يوضح الغرف و خريطة للمنطقة",العروض التوضيحية أو الجلسات العملية,استخدام أمثلة للصور الجيدة و الضعيفة التي تزضح كيفية تحسينها,مشاهدة مقاطع فيديو حول كيفية صنع الأشياء,"فرصة لمناقشة الموضوع, أمثلة ليتم استخدام المشروع بنجاح","أتحدث مع الشخص المخطط للجولة أو مع الأشخاص الذين يقومون بالجولة, أستخدم الخريطة وأرى أين توجد الأماكن",مشاهدة فيديو لشخص يقوم بتجميع طاولة مماثلة
10/16/2020 19:40:51,"أن يستخدم نموذجا بلاستيكيا ليشرح لي سبب المشكلة, يشرح لي سبب المشكلة بنفسه",من شخص يتناقش معي,"أحب التحدث عن الأشياء, أحب رؤية الأنماط في الأشياء",أستمع إلى شحض يشرح اللعبة و أطرح عليه الأسئلة,أكتشف مكان المتجر بالنسبة إلى مكان آخر أعرفه,"الاستماع, مشاهدة الإجراءات",التحدث مع الأشخاص الذين يعرفون البرنامج,أتحدث مع الخبراء حول الخيارات,التواصل مع الآخرين و مناقشتهم,"مشاهده فيديو للمتلكات, أرى مخطط يوضح الغرف و خريطة للمنطقة",العروض التوضيحية أو الجلسات العملية,"طرح الأسئلة و التحدث عن الكاميرا و مميزاتها, استخدام أمثلة للصور الجيدة و الضعيفة التي تزضح كيفية تحسينها",مشاهدة مقاطع فيديو حول كيفية صنع الأشياء,فرصة لمناقشة الموضوع,"أتحدث مع الشخص المخطط للجولة أو مع الأشخاص الذين يقومون بالجولة, أستخدم الخريطة وأرى أين توجد الأماكن",مشاهدة فيديو لشخص يقوم بتجميع طاولة مماثلة
